Keyword,Search Volume,Keyword Difficulty,Position,Traffic,topic,content_type,priority_score,competitor,archive
carbon and stainless steel,90,31.0,43,0,steel_types,Informational Post,1.76,koi,0
where is swiss army knife made,90,31.0,64,0,knife_types,Informational Post,1.76,noblie,0
good affordable knives,90,31.0,38,0,comparison,Comparison,1.76,insight,0
cheap cooking knives,90,31.0,51,0,cooking,Informational Post,1.76,insight,0
wood handled kitchen knives,30,7.0,15,0,cooking,Informational Post,1.76,koi,0
high quality kitchen knife sets,90,31.0,53,0,knife_types,Informational Post,1.76,insight,0
italian chef knives,30,7.0,13,0,cooking,Informational Post,1.76,insight,0
scrimshaw define,110,40.0,21,0,other,Informational Post,1.76,noblie,0
australian wedge tail,110,40.0,47,0,other,Informational Post,1.76,koi,0
what can paper cut,40,24.0,1,0,other,Informational Post,1.76,noblie,0
fairy wren australia,110,40.0,30,0,other,Informational Post,1.76,koi,0
what is a ulu knife,50,24.0,5,0,knife_types,Informational Post,1.76,noblie,0
jack ovens,110,40.0,26,0,other,Informational Post,1.76,koi,0
good knife set for kitchen,90,31.0,54,0,knife_types,Comparison,1.76,insight,0
australian birds rainbow lorikeet,90,31.0,62,0,comparison,Comparison,1.76,koi,0
knife with finger holes in handle,70,22.0,62,0,knife_types,Informational Post,1.75,shieldon,0
define santoku,70,22.0,88,0,knife_types,Informational Post,1.75,koi,0
how to tie a keychain lanyard,70,22.0,42,0,other,How-to Tutorial,1.75,noblie,0
e bony,90,67.0,2,0,other,Informational Post,1.75,koi,0
high end pocket knife brands,70,22.0,53,0,knife_types,Informational Post,1.75,noblie,0
buck knife sharpening angle,70,22.0,63,0,knife_types,How-to Tutorial,1.75,noblie,0
using whetstone,70,22.0,35,0,maintenance,Informational Post,1.75,koi,0
are butterfly knives illegal in the united states,70,22.0,24,0,knife_laws,Informational Post,1.75,noblie,0
what is a damascus steel knife,70,22.0,33,0,steel_types,Informational Post,1.75,noblie,0
best knife brands edc,70,22.0,74,0,knife_types,List Post,1.75,shieldon,0
knives new orleans,70,22.0,24,0,comparison,Comparison,1.75,koi,0
how to hold a chef's knife,70,22.0,72,0,knife_types,How-to Tutorial,1.75,insight,0
sharpest japanese kitchen knives,70,22.0,48,0,cooking,Informational Post,1.75,insight,0
chef knife steel,70,22.0,73,0,steel_types,Informational Post,1.75,noblie,0
what states are gravity knives illegal,70,22.0,51,0,knife_laws,Informational Post,1.75,shieldon,0
german kitchen knife set,70,22.0,51,0,knife_types,Informational Post,1.75,insight,0
gordon ramsey knife set,70,22.0,37,0,knife_types,How-to Tutorial,1.75,insight,0
hardness scale for steel,70,22.0,33,0,steel_types,Comparison,1.75,koi,0
how to hold a knife self-defense,70,22.0,28,0,knife_types,How-to Tutorial,1.75,insight,0
knife blade type,30,16.0,1,1,knife_types,Informational Post,1.75,noblie,0
can you take sharpeners on a plane,70,22.0,68,0,maintenance,How-to Tutorial,1.75,insight,0
are butterfly knives illegal in the united states,70,22.0,27,0,knife_laws,Informational Post,1.75,shieldon,0
dao knife,70,22.0,45,0,knife_types,Informational Post,1.75,koi,0
define santoku,70,22.0,50,0,knife_types,Informational Post,1.75,noblie,0
expensive knife sets,70,22.0,64,0,knife_types,Informational Post,1.75,insight,0
chef knife steel,70,22.0,61,0,steel_types,Informational Post,1.75,koi,0
sharpest japanese kitchen knives,70,22.0,62,0,cooking,Informational Post,1.75,noblie,0
how to make lanyards with beads,70,22.0,93,0,other,How-to Tutorial,1.75,noblie,0
parachord lanyard,70,30.0,16,0,comparison,Comparison,1.75,noblie,0
illegal knifes,70,22.0,25,0,knife_laws,Informational Post,1.75,noblie,0
whats a pocket knife,50,13.0,60,0,knife_types,Informational Post,1.74,insight,0
how to properly sharpen and care for knives,40,13.0,14,0,maintenance,How-to Tutorial,1.74,koi,0
types of small knives,50,13.0,86,0,other,List Post,1.74,insight,0
best knife makers in the us,40,13.0,20,0,knife_types,How-to Tutorial,1.74,noblie,0
sword can walking stick,50,13.0,86,0,knife_types,Comparison,1.74,noblie,0
serrated knife function,40,13.0,15,0,knife_types,Informational Post,1.74,koi,0
d 2 steel,40,13.0,16,0,steel_types,Informational Post,1.74,noblie,0
sc knife laws,50,13.0,88,0,knife_laws,Informational Post,1.74,shieldon,0
knife laws new york state,40,13.0,14,0,knife_laws,Comparison,1.74,noblie,0
how to score sourdough bread with a knife,50,13.0,67,0,knife_types,How-to Tutorial,1.74,insight,0
knife sharpener professional sharpening system,50,13.0,82,0,knife_types,How-to Tutorial,1.74,noblie,0
micarta handles,50,13.0,49,0,other,Informational Post,1.74,koi,0
can you have a knife at school in texas,50,13.0,60,0,knife_laws,Informational Post,1.74,noblie,0
gravity knife new york,50,13.0,50,0,knife_types,Comparison,1.74,noblie,0
conceptual knife meaning,50,13.0,27,0,knife_types,Informational Post,1.74,noblie,0
types of steel for damascus,50,13.0,47,0,steel_types,Comparison,1.74,insight,0
high carbon stainless steel knife,40,13.0,19,0,steel_types,Informational Post,1.74,koi,0
forged knives vs stamped knives,40,13.0,16,0,comparison,Comparison,1.74,koi,0
what states are butterfly knives illegal,50,13.0,88,0,knife_laws,Informational Post,1.74,shieldon,0
states where butterfly knives are legal,50,13.0,23,0,knife_laws,Informational Post,1.74,noblie,0
vanadium stainless,50,13.0,27,0,other,Informational Post,1.74,zhangxiaoquan,0
what are boning knives used for,40,13.0,19,0,comparison,Comparison,1.74,koi,0
magnetic knife holder reviews,50,13.0,34,0,knife_types,Review,1.74,insight,0
top rated hunting knives,50,13.0,33,0,outdoor,List Post,1.74,noblie,0
what elements are steel made of,50,13.0,57,0,steel_types,Informational Post,1.74,zhangxiaoquan,0
butterfly knife laws california,50,13.0,57,0,knife_laws,Comparison,1.74,shieldon,0
good swiss army knife,50,13.0,94,0,knife_types,Informational Post,1.74,noblie,0
irish dirk,50,13.0,64,0,other,Informational Post,1.74,noblie,0
whats a pocket knife,50,13.0,51,0,knife_types,Informational Post,1.74,shieldon,0
purpose of chef knife,50,13.0,54,0,knife_types,Informational Post,1.74,insight,0
牛排刀,50,13.0,47,0,other,Informational Post,1.74,insight,0
cuchillo japones para chef,40,13.0,16,0,cooking,Informational Post,1.74,noblie,0
what are santoku knives good for,50,13.0,62,0,knife_types,Comparison,1.74,noblie,0
uses of a swiss army knife,50,13.0,44,0,knife_types,Informational Post,1.74,noblie,0
chinese knives cooking,50,13.0,47,0,cooking,Informational Post,1.74,zhangxiaoquan,0
how damascus steel is made,40,13.0,11,0,steel_types,Informational Post,1.74,noblie,0
can you bring knives in a checked bag,50,13.0,39,0,other,Informational Post,1.74,insight,0
ceramic knives review,50,13.0,24,0,other,Review,1.74,insight,0
can you have a knife at school in texas,50,13.0,94,0,knife_laws,Informational Post,1.74,shieldon,0
5 inch pocket knife,50,13.0,56,0,knife_types,Informational Post,1.74,noblie,0
blade materials,50,13.0,43,0,knife_types,Informational Post,1.74,noblie,0
rockwell hardness c scale,30,16.0,3,0,other,Informational Post,1.73,koi,0
purse knife,70,39.0,7,1,knife_types,Informational Post,1.73,koi,0
platypus of australia,110,41.0,51,0,other,Informational Post,1.73,koi,0
knives australia,110,41.0,53,0,other,Informational Post,1.73,zhangxiaoquan,0
kangaroo behavior,110,41.0,60,0,comparison,Comparison,1.73,koi,0
sod knives,30,16.0,3,0,other,Informational Post,1.73,koi,0
knives that dont rust,50,19.0,15,0,maintenance,How-to Tutorial,1.72,insight,0
are double edge knives legal,50,19.0,17,0,knife_laws,How-to Tutorial,1.72,noblie,0
how to make a handle for a knife,50,19.0,20,0,knife_types,How-to Tutorial,1.72,noblie,0
how to sharpen swiss army knife,50,19.0,14,0,knife_types,How-to Tutorial,1.72,noblie,0
knifemakers,170,69.0,73,0,knife_types,How-to Tutorial,1.72,noblie,0
do knife sharpeners wear out,50,19.0,17,0,knife_types,How-to Tutorial,1.72,insight,0
gold knife steel,30,4.0,81,0,steel_types,Informational Post,1.71,noblie,0
wooden handle knife sets,30,4.0,30,0,knife_types,Informational Post,1.71,insight,0
best legal knife to carry in california,30,4.0,47,0,knife_laws,Comparison,1.71,shieldon,0
best damascus steak knives,30,4.0,80,0,steel_types,List Post,1.71,insight,0
best knife for elk hunting,30,4.0,53,0,knife_types,Comparison,1.71,noblie,0
cleaver sharpening,40,18.0,4,0,knife_types,How-to Tutorial,1.71,zhangxiaoquan,0
does goodwill accept kitchen knives,40,18.0,5,0,cooking,How-to Tutorial,1.71,insight,0
german cutlery,90,32.0,67,0,other,Informational Post,1.71,insight,0
australia lorikeet,90,32.0,39,0,comparison,Comparison,1.71,koi,0
knives made in spain,30,4.0,43,0,other,Informational Post,1.71,insight,0
custom molding knives,30,4.0,53,0,other,Informational Post,1.71,noblie,0
poniard dagger,90,32.0,53,0,knife_types,Informational Post,1.71,noblie,0
boning knife size,40,18.0,8,0,knife_types,Informational Post,1.71,koi,0
round whetstone,30,4.0,61,0,maintenance,Informational Post,1.71,koi,0
how to make a 550 cord lanyard,50,25.0,7,0,comparison,How-to Tutorial,1.71,noblie,0
magnetic kitchen knife set,30,4.0,31,0,knife_types,Informational Post,1.71,insight,0
how much do real swords cost,70,31.0,19,0,knife_types,How-to Tutorial,1.71,shieldon,0
best diamond stones for sharpening,30,4.0,34,0,maintenance,How-to Tutorial,1.71,koi,0
stiletto knife legal,70,31.0,16,0,knife_laws,Informational Post,1.71,noblie,0
legal knife length in nyc,90,32.0,41,0,knife_laws,Informational Post,1.71,koi,0
gold knife steel,30,4.0,57,0,steel_types,Informational Post,1.71,koi,0
japanese cuts,40,18.0,4,0,other,Informational Post,1.71,koi,0
best large knife,30,11.0,8,0,knife_types,List Post,1.71,noblie,0
best damascus kitchen knives set,30,4.0,37,0,steel_types,List Post,1.71,noblie,0
lorikeets of australia,90,32.0,25,0,comparison,Comparison,1.71,koi,0
mac knife professional 8 inch hollow edge chef's knife,90,32.0,65,0,knife_types,Informational Post,1.71,noblie,0
open carry law in maryland,90,32.0,63,0,knife_laws,Informational Post,1.71,noblie,0
what size chef knife,30,4.0,51,0,knife_types,Informational Post,1.71,insight,0
blue steel chef knife,30,4.0,26,0,steel_types,Informational Post,1.71,zhangxiaoquan,0
best japanese knife for vegetables,30,11.0,6,0,knife_types,Comparison,1.71,koi,0
japanese steels,30,11.0,6,0,steel_types,Informational Post,1.71,koi,0
blue carbon steel knife,30,4.0,39,0,steel_types,Informational Post,1.71,zhangxiaoquan,0
knives made in spain,30,4.0,64,0,other,Informational Post,1.71,noblie,0
animal looks like koala,90,32.0,55,0,other,Informational Post,1.71,koi,0
are knives legal in nyc,50,25.0,6,0,knife_laws,Informational Post,1.71,koi,0
lorikeet habitat,70,31.0,11,0,comparison,Comparison,1.71,koi,0
kamon knife,30,4.0,51,0,knife_types,Informational Post,1.71,noblie,0
blue steel chef knife,30,4.0,31,0,steel_types,Informational Post,1.71,koi,0
functions of a swiss army knife,40,18.0,9,0,knife_types,Informational Post,1.71,noblie,0
german cutlery,90,32.0,26,0,other,Informational Post,1.71,noblie,0
pocket knife california,70,23.0,29,0,knife_laws,Comparison,1.7,shieldon,0
maya obsidian knife,70,23.0,26,0,knife_types,Informational Post,1.7,noblie,0
knife set self sharpening,70,23.0,71,0,knife_types,How-to Tutorial,1.7,insight,0
world's most dangerous knife,70,23.0,21,0,knife_types,Comparison,1.7,shieldon,0
knife set self sharpening,70,23.0,33,0,knife_types,How-to Tutorial,1.7,noblie,0
knife sharpening with a wet stone,70,23.0,52,0,knife_types,How-to Tutorial,1.7,koi,0
best knife for hunting,70,23.0,30,0,knife_types,Comparison,1.7,noblie,0
best kitche knives,70,23.0,78,0,other,List Post,1.7,insight,0
best budget kitchen knives set,70,23.0,52,0,cooking,List Post,1.7,insight,0
maya obsidian blades,70,23.0,25,0,knife_types,Informational Post,1.7,noblie,0
10 kitchen safety rules,70,23.0,93,0,cooking,Informational Post,1.7,insight,0
stilleto knofe,70,23.0,75,0,other,Informational Post,1.7,shieldon,0
are kangaroos found only in australia,70,23.0,41,0,other,Informational Post,1.7,koi,0
knife sheath paracord,70,23.0,48,0,knife_types,Comparison,1.7,noblie,0
benchmade bugout sharpening angle,70,23.0,44,0,maintenance,How-to Tutorial,1.7,noblie,0
how to cut plum,70,23.0,34,0,other,How-to Tutorial,1.7,koi,0
gordon ramsay kitchen knives,70,23.0,32,0,comparison,How-to Tutorial,1.7,insight,0
best electric carving knife for turkey,70,23.0,21,0,knife_types,Comparison,1.7,insight,0
knife to cut chicken,70,23.0,64,0,knife_types,Informational Post,1.7,insight,0
best knife for carving a turkey,70,23.0,32,0,knife_types,Comparison,1.7,insight,0
colina knife,50,34.0,3,0,knife_types,Informational Post,1.7,noblie,0
speed of koala,70,23.0,66,0,other,Informational Post,1.7,koi,0
best cordless carving knife,70,23.0,32,0,knife_types,Comparison,1.7,insight,0
obsidian knife mayan,70,23.0,54,0,knife_types,Informational Post,1.7,noblie,0
how to dispose of knife,70,23.0,45,0,knife_types,How-to Tutorial,1.7,insight,0
concealable blades,70,23.0,58,0,knife_types,Informational Post,1.7,shieldon,0
best home kitchen knife set,110,42.0,81,0,knife_types,List Post,1.69,insight,0
uses of butcher knife,40,9.0,26,0,knife_types,Informational Post,1.68,shieldon,0
kitchen knife blade types,40,9.0,67,0,knife_types,List Post,1.68,insight,0
what are the main parts of a knife,40,9.0,23,0,knife_types,Informational Post,1.68,koi,0
best knives for $50,40,9.0,30,0,comparison,Comparison,1.68,shieldon,0
suba knife,40,9.0,34,0,knife_types,Informational Post,1.68,koi,0
knives with magnetic block,40,9.0,30,0,other,Informational Post,1.68,insight,0
paracord fly fishing lanyard,40,9.0,39,0,comparison,Comparison,1.68,noblie,0
etched blade,40,9.0,55,0,knife_types,Informational Post,1.68,shieldon,0
tempering blades,40,9.0,32,0,knife_types,Informational Post,1.68,noblie,0
are butterfly knives legal in indiana,40,9.0,62,0,knife_laws,Informational Post,1.68,shieldon,0
knife law in texas,40,9.0,27,0,knife_laws,Informational Post,1.68,shieldon,0
kitchen knife blade types,40,9.0,44,0,knife_types,List Post,1.68,noblie,0
best knife for cleaning deer,40,9.0,55,0,knife_types,Comparison,1.68,noblie,0
body parts of a kangaroo,40,9.0,94,0,other,Informational Post,1.68,koi,0
what states are auto knives legal,40,9.0,39,0,knife_laws,Informational Post,1.68,shieldon,0
damascus steel knives chef,40,9.0,97,0,steel_types,Informational Post,1.68,noblie,0
flat tip knife,40,9.0,47,0,knife_types,Informational Post,1.68,noblie,0
pocket knife blades,50,26.0,5,1,knife_types,Informational Post,1.68,noblie,0
tipos de cuchillo,40,9.0,46,0,other,Informational Post,1.68,insight,0
are brass knuckles illegal in hawaii,40,9.0,36,0,knife_laws,Informational Post,1.68,noblie,0
different knife,30,17.0,1,1,knife_types,Informational Post,1.68,noblie,0
hardness scale knives,40,9.0,42,0,other,Informational Post,1.68,zhangxiaoquan,0
is damascus steel good for kitchen knives,40,9.0,56,0,steel_types,Comparison,1.68,insight,0
what is micarta knife handle,40,9.0,75,0,knife_types,Informational Post,1.68,shieldon,0
custom fixed blades,40,9.0,73,0,knife_types,Informational Post,1.68,noblie,0
atomic structure of steel,40,9.0,57,0,steel_types,Informational Post,1.68,zhangxiaoquan,0
best steel for making knives,40,9.0,59,0,steel_types,Comparison,1.68,noblie,0
knives project guy,50,35.0,1,1,other,Informational Post,1.68,noblie,0
are push daggers legal in texas,40,9.0,65,0,knife_laws,Informational Post,1.68,shieldon,0
can u bring pocket knifes on check bag,40,9.0,45,0,knife_types,Informational Post,1.68,insight,0
red collared myzomela,40,9.0,69,0,other,Informational Post,1.68,koi,0
6 or 8 inch chef knife,40,9.0,35,0,knife_types,Comparison,1.68,insight,0
gifting a knife superstition,40,9.0,49,0,knife_types,Informational Post,1.68,noblie,0
heat treating 1095,40,9.0,39,0,other,Informational Post,1.68,noblie,0
are spring assisted knives legal in ny,40,9.0,29,0,knife_laws,Informational Post,1.68,noblie,0
knife boot,40,26.0,1,1,knife_types,Informational Post,1.68,noblie,0
virginia switchblade law,40,9.0,23,0,knife_laws,Informational Post,1.68,shieldon,0
how are dull blades more dangerous,40,9.0,26,0,knife_types,Comparison,1.68,insight,0
ca legal switchblade,40,9.0,49,0,knife_laws,Informational Post,1.68,shieldon,0
are butterfly knives legal in indiana,40,9.0,27,0,knife_laws,Informational Post,1.68,noblie,0
titanium clean,40,9.0,56,0,maintenance,Informational Post,1.68,noblie,0
where to put magnetic knife holder,40,9.0,75,0,knife_types,Informational Post,1.68,insight,0
what are the main parts of a knife,40,9.0,45,0,knife_types,Informational Post,1.68,noblie,0
spine thickness,40,9.0,74,0,other,Informational Post,1.68,koi,0
paracord lanyard supplies,40,9.0,31,0,comparison,Comparison,1.68,noblie,0
carving knife used for,40,9.0,28,0,knife_types,Comparison,1.68,insight,0
are gravity knives legal in nc,40,9.0,28,0,knife_laws,Informational Post,1.68,noblie,0
knives gifts for him,40,9.0,46,0,comparison,Comparison,1.68,noblie,0
are push daggers legal in florida,50,14.0,33,0,knife_laws,Comparison,1.67,noblie,0
define martensitic,90,44.0,11,0,other,Informational Post,1.67,koi,0
knife laws japan,50,14.0,43,0,knife_laws,Informational Post,1.67,noblie,0
what does honing rod do,50,14.0,54,0,other,How-to Tutorial,1.67,insight,0
angle of wusthof knives,50,14.0,54,0,other,Informational Post,1.67,insight,0
german cutlery brands,50,26.0,10,0,other,Informational Post,1.67,insight,0
knife laws in japan,50,14.0,33,0,knife_laws,Informational Post,1.67,noblie,0
best material for a knife,50,14.0,24,0,knife_types,Comparison,1.67,koi,0
open carry maine laws,90,33.0,89,0,knife_laws,Informational Post,1.67,noblie,0
thin knives,50,14.0,62,0,other,Informational Post,1.67,noblie,0
process of forging a sword,50,14.0,58,0,knife_types,Comparison,1.67,noblie,0
out the front blade,90,33.0,48,0,knife_types,Informational Post,1.67,noblie,0
expensive pocket knife,40,26.0,2,0,knife_types,Informational Post,1.67,noblie,0
best meat slicing knife for brisket,50,14.0,36,0,knife_types,Comparison,1.67,koi,0
what is steel classified as element or compound,50,14.0,89,0,steel_types,Comparison,1.67,zhangxiaoquan,0
what knives are illegal in the us,90,33.0,57,0,knife_laws,Informational Post,1.67,shieldon,0
can you mail a pocket knife,50,14.0,31,0,knife_types,Informational Post,1.67,insight,0
ceramic chess piece,50,20.0,14,0,other,Informational Post,1.67,noblie,0
does benchmade make good knives,50,14.0,58,0,other,How-to Tutorial,1.67,insight,0
best electric knife for carving turkey,70,32.0,18,0,knife_types,Comparison,1.67,insight,0
australian monitor lizards,50,20.0,20,0,comparison,Comparison,1.67,koi,0
hrc 58 hardness,40,14.0,12,0,other,Informational Post,1.67,koi,0
knife catalogs by mail,30,8.0,14,0,knife_types,Informational Post,1.67,noblie,0
sandpaper for sharpening knives,50,14.0,25,0,maintenance,How-to Tutorial,1.67,insight,0
beautiful damascus,50,14.0,79,0,steel_types,Informational Post,1.67,noblie,0
america's test kitchen best chef knife,50,20.0,19,0,knife_types,List Post,1.67,insight,0
pocket knife blade shapes,50,20.0,18,0,knife_types,Informational Post,1.67,koi,0
knife set wood handle,50,14.0,32,0,knife_types,Informational Post,1.67,insight,0
what is a liner lock knife,50,14.0,55,0,knife_types,Informational Post,1.67,shieldon,0
native american obsidian,50,14.0,55,0,other,Informational Post,1.67,noblie,0
latin dagger,70,32.0,15,0,knife_types,Informational Post,1.67,noblie,0
henckels and wüsthof,50,14.0,44,0,other,Informational Post,1.67,insight,0
what is a liner lock knife,50,14.0,30,0,knife_types,Informational Post,1.67,noblie,0
ten kitchen safety rules,50,14.0,57,0,cooking,Informational Post,1.67,insight,0
best material for a knife,50,14.0,32,0,knife_types,Comparison,1.67,noblie,0
is damascus,110,56.0,12,0,steel_types,Informational Post,1.67,noblie,0
function of paring knife,50,14.0,76,0,knife_types,Informational Post,1.67,insight,0
automatic knife legal,90,33.0,38,0,knife_laws,Informational Post,1.67,shieldon,0
laws on knives,90,33.0,75,0,knife_laws,Informational Post,1.67,noblie,0
hrc 58 hardness,40,14.0,19,0,other,Informational Post,1.67,zhangxiaoquan,0
rockwell hardness c,30,17.0,2,0,other,Informational Post,1.67,koi,0
what is damascus knife,50,14.0,41,0,steel_types,Informational Post,1.67,noblie,0
are hexclad knives worth it,50,14.0,37,0,comparison,Comparison,1.67,insight,0
knife laws japan,50,14.0,35,0,knife_laws,Informational Post,1.67,shieldon,0
knives as wedding gifts,30,8.0,16,0,other,Informational Post,1.67,koi,0
gordon ramsay recommended knives,30,17.0,1,0,comparison,How-to Tutorial,1.67,insight,0
concealed carry knife laws,90,33.0,71,0,knife_laws,Informational Post,1.67,shieldon,0
what is the difference between scissor and shears,50,14.0,46,0,comparison,Comparison,1.67,insight,0
how do you use a machete,50,14.0,37,0,other,How-to Tutorial,1.67,noblie,0
chinese knife sets,30,8.0,12,0,knife_types,Informational Post,1.67,zhangxiaoquan,0
inexpensive kitchen knives,90,33.0,42,0,cooking,Informational Post,1.67,insight,0
what is damascus knife,50,14.0,71,0,steel_types,Informational Post,1.67,insight,0
機内 持ち込み 包丁,40,14.0,15,0,other,Informational Post,1.67,insight,0
can i carry a pocket knife,90,33.0,59,0,knife_laws,Informational Post,1.67,shieldon,0
high end butterfly knives,50,14.0,94,0,other,Informational Post,1.67,noblie,0
guided knife sharpening systems,90,33.0,25,0,knife_types,Ultimate Guide,1.67,noblie,0
why is uniformity and consistency important in knife skills,40,14.0,16,0,knife_types,Comparison,1.67,koi,0
lanyard slip knot,50,20.0,12,0,other,Informational Post,1.67,noblie,0
kukuri blade,50,14.0,30,0,knife_types,Informational Post,1.67,noblie,0
can knives be checked in baggage,50,14.0,27,0,other,Informational Post,1.67,insight,0
are double sided knives illegal,50,14.0,59,0,knife_laws,How-to Tutorial,1.67,shieldon,0
use of santoku knife,50,14.0,70,0,knife_types,Informational Post,1.67,noblie,0
knife laws in japan,50,14.0,50,0,knife_laws,Informational Post,1.67,shieldon,0
damascusknife,30,17.0,2,0,steel_types,Informational Post,1.67,noblie,0
is cuisinart a good knife brand,40,14.0,13,0,knife_types,Informational Post,1.67,insight,0
switchblades massachusetts,50,14.0,45,0,knife_types,Informational Post,1.67,noblie,0
switchblades massachusetts,50,14.0,44,0,knife_types,Informational Post,1.67,shieldon,0
how do chefs sharpen their knives,50,14.0,59,0,maintenance,How-to Tutorial,1.67,insight,0
penkife,90,33.0,44,0,other,Informational Post,1.67,shieldon,0
types of fixed blade knives,50,14.0,47,0,knife_types,List Post,1.67,shieldon,0
automatic knife legal,90,33.0,31,0,knife_laws,Informational Post,1.67,noblie,0
knife parts labeled,50,14.0,26,0,knife_types,Informational Post,1.67,noblie,0
river darling,40,26.0,1,0,other,Informational Post,1.67,koi,0
58 hrc hardness,40,14.0,14,0,other,Informational Post,1.67,zhangxiaoquan,0
are push daggers legal in florida,50,14.0,36,0,knife_laws,Comparison,1.67,shieldon,0
what does a meat cleaver look like,50,14.0,21,0,knife_types,How-to Tutorial,1.67,koi,0
kitchen knives that stay sharp,90,33.0,30,0,cooking,Informational Post,1.67,insight,0
are pocket knives legal in florida,50,14.0,27,0,knife_laws,Comparison,1.67,shieldon,0
how long is the black swan,110,43.0,75,0,other,Informational Post,1.66,koi,0
fixed blade knife with finger loop,40,19.0,7,0,knife_types,Informational Post,1.66,koi,0
knife steel size,40,19.0,5,0,steel_types,Informational Post,1.66,noblie,0
good chef knife for home cook,110,43.0,44,0,knife_types,Comparison,1.66,koi,0
knives aus,110,43.0,76,0,other,Informational Post,1.66,koi,0
how long do knife sharpeners last,40,19.0,4,0,knife_types,How-to Tutorial,1.66,insight,0
atomic symbol for steel,110,43.0,51,0,steel_types,Comparison,1.66,zhangxiaoquan,0
professional kitchen shears,40,19.0,7,0,cooking,Informational Post,1.66,zhangxiaoquan,0
australian animal wombat,110,43.0,34,0,other,Informational Post,1.66,koi,0
大马士革 钢,70,24.0,32,0,other,Informational Post,1.65,insight,0
how to use sharpening stones,70,24.0,46,0,maintenance,How-to Tutorial,1.65,koi,0
kangaroo octavon,70,24.0,83,0,other,Informational Post,1.65,koi,0
is a self sharpening knife block good,30,12.0,4,1,knife_types,How-to Tutorial,1.65,insight,0
vintage knife collectors,70,24.0,27,0,knife_types,Comparison,1.65,noblie,0
how to sharpen serrated steak knives,70,24.0,62,0,maintenance,How-to Tutorial,1.65,noblie,0
how to sharpen serrated steak knives,70,24.0,70,0,maintenance,How-to Tutorial,1.65,insight,0
afilar cuchillos,70,24.0,64,0,other,Informational Post,1.65,insight,0
best knife japanese,70,24.0,56,0,knife_types,List Post,1.65,noblie,0
cpm s30v kitchen knife,30,12.0,4,1,steel_types,Informational Post,1.65,noblie,0
unique knifes,70,24.0,79,0,knife_types,Informational Post,1.65,noblie,0
knife dimples,70,24.0,84,0,knife_types,Informational Post,1.65,noblie,0
rockwell c vs rockwell b,70,24.0,70,0,comparison,Comparison,1.65,koi,0
how do knife sharpeners work,70,24.0,46,0,knife_types,How-to Tutorial,1.65,insight,0
bowie cuchillo,70,24.0,38,0,other,Informational Post,1.65,noblie,0
kamimura knife,70,24.0,69,0,knife_types,Informational Post,1.65,noblie,0
best affordable chef's knife,90,34.0,47,0,knife_types,Comparison,1.64,insight,0
brands improving kitchen knives 2025,90,34.0,43,0,cooking,News/Update,1.64,insight,0
steak knives rated,90,34.0,45,0,other,Informational Post,1.64,insight,0
best kitchen knife brands for content marketing,90,34.0,63,0,knife_types,Comparison,1.64,insight,0
animal koala australia,90,34.0,67,0,other,Informational Post,1.64,koi,0
haruyuki soba 165mm santoku,30,12.0,4,0,knife_types,Informational Post,1.64,koi,0
cpm s30v kitchen knife,30,12.0,8,0,steel_types,Informational Post,1.64,koi,0
x50crmo15,30,12.0,5,0,other,Informational Post,1.64,koi,0
australian bird with long beak,90,34.0,63,0,other,Informational Post,1.64,koi,0
what is the legal size for a pocket knife,40,27.0,1,1,knife_laws,Comparison,1.64,noblie,0
knife sheif,30,12.0,5,0,knife_types,Informational Post,1.64,noblie,0
best chef knives for home,90,34.0,48,0,comparison,Comparison,1.64,koi,0
rockwell hardness table metals,40,27.0,1,1,other,Informational Post,1.64,noblie,0
really good knife set,90,34.0,91,0,knife_types,Informational Post,1.64,insight,0
best chefs knife for home cook,110,44.0,56,0,knife_types,Comparison,1.63,koi,0
damascus knives made in usa,110,44.0,92,0,steel_types,Informational Post,1.63,noblie,0
best all purpose knife,110,44.0,69,0,knife_types,List Post,1.63,insight,0
best chef knives for home cooks,110,44.0,32,0,comparison,Comparison,1.63,koi,0
best chef knives for home cooks,110,44.0,96,0,comparison,Comparison,1.63,insight,0
swiss army knife logos,40,28.0,2,3,knife_types,Informational Post,1.63,noblie,0
old barlow knives,40,20.0,5,1,other,Informational Post,1.62,noblie,0
automatic knives legal states,50,27.0,7,0,knife_laws,Informational Post,1.62,noblie,0
jambiya yemen,50,27.0,5,0,other,Informational Post,1.62,noblie,0
hrc tools,70,42.0,5,0,other,Informational Post,1.62,koi,0
pheasant coucals,50,27.0,10,0,other,Informational Post,1.62,koi,0
premium japanese knives,40,27.0,2,0,other,Informational Post,1.62,insight,0
barrel lanyard,40,27.0,3,0,other,Informational Post,1.62,noblie,0
que es daga,40,27.0,3,0,other,Informational Post,1.62,noblie,0
acier damas,40,27.0,2,0,other,Informational Post,1.62,noblie,0
cleaver knife usage,50,27.0,8,0,knife_types,Informational Post,1.62,koi,0
making a custom knife,50,21.0,16,0,knife_types,Informational Post,1.61,noblie,0
honing metal,50,21.0,18,0,other,Informational Post,1.61,noblie,0
expensive chefs knife,50,21.0,16,0,knife_types,Informational Post,1.61,noblie,0
how to sharpen a knife on a diamond stone,50,21.0,11,0,knife_types,How-to Tutorial,1.61,koi,0
knife blade length laws,50,37.0,2,1,knife_laws,Informational Post,1.61,noblie,0
